Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,FBI Code
JK269822,05/26/2026 01:30:00 PM,005XX N PINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,015,14
JK272531,05/26/2026 01:30:00 PM,047XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,016,14
JK269857,05/26/2026 01:30:00 PM,056XX S FRANCISCO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,008,08B
JK269883,05/26/2026 01:27:00 PM,081XX S DREXEL AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,False,False,006,24
JK269846,05/26/2026 01:23:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,024,06
JK269827,05/26/2026 01:05:00 PM,019XX W 103RD ST,0820,THEFT,$500 AND UNDER,DRUG STORE,False,False,022,06
JK269819,05/26/2026 01:03:00 PM,039XX W OGDEN AVE,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,010,08B
JK289428,05/26/2026 01:00:00 PM,074XX N GREENVIEW AVE,0810,THEFT,OVER $500,APARTMENT,False,False,024,06
JK271499,05/26/2026 01:00:00 PM,041XX W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,010,14
JK270852,05/26/2026 01:00:00 PM,002XX W SUPERIOR ST,0560,ASSAULT,SIMPLE,STREET,False,False,018,08A
JK269814,05/26/2026 01:00:00 PM,0000X S KOSTNER AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,True,False,011,24
JK269830,05/26/2026 01:00:00 PM,002XX E 60TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,002,14
JK270090,05/26/2026 01:00:00 PM,036XX W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,008,07
JK272604,05/26/2026 01:00:00 PM,070XX S CLYDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,True,003,14
JK269941,05/26/2026 01:00:00 PM,073XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,003,06
JK275443,05/26/2026 01:00:00 PM,010XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,012,14
JK271537,05/26/2026 01:00:00 PM,012XX E HYDE PARK BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,002,08A
JK269949,05/26/2026 12:55:00 PM,048XX S VINCENNES AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,002,11
JK269771,05/26/2026 12:53:00 PM,034XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC GROUNDS,False,False,010,14
JK269831,05/26/2026 12:44:00 PM,047XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,002,11
JK269757,05/26/2026 12:40:00 PM,079XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,False,False,006,26
JK270690,05/26/2026 12:40:00 PM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,019,06
JK269754,05/26/2026 12:32:00 PM,046XX S ASHLAND AVE,0460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,009,08B
JK269739,05/26/2026 12:31:00 PM,001XX S KOSTNER AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,011,18
JK277941,05/26/2026 12:30:00 PM,111XX S HALSTED ST,0620,BURGLARY,UNLAWFUL ENTRY,MEDICAL / DENTAL OFFICE,False,False,022,05
JK269773,05/26/2026 12:30:00 PM,037XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,002,05
JK269750,05/26/2026 12:30:00 PM,037XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,011,06
JK269759,05/26/2026 12:30:00 PM,041XX W CULLERTON ST,0560,ASSAULT,SIMPLE,STREET,False,True,010,08A
JK269746,05/26/2026 12:30:00 PM,086XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,DRUG STORE,False,False,006,04B
JK270150,05/26/2026 12:30:00 PM,022XX S WHIPPLE ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,010,08B
JK269842,05/26/2026 12:30:00 PM,061XX S WINCHESTER AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,False,False,007,03
JK269764,05/26/2026 12:26:00 PM,061XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,008,08B
JK269956,05/26/2026 12:25:00 PM,057XX S FRANCISCO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,008,08A
JK269747,05/26/2026 12:20:00 PM,008XX N KEDVALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,011,14
JK269806,05/26/2026 12:20:00 PM,006XX E 50TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,002,06
JK269735,05/26/2026 12:20:00 PM,051XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,025,08B
JK269732,05/26/2026 12:16:00 PM,053XX W BELMONT AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,016,04A
JK269981,05/26/2026 12:15:00 PM,001XX S CENTRAL PARK BLVD,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,False,False,011,24
JK269788,05/26/2026 12:15:00 PM,074XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,003,06
JK271390,05/26/2026 12:15:00 PM,016XX W MONTVALE AVE,0810,THEFT,OVER $500,RESIDENCE,False,True,022,06
JK269711,05/26/2026 12:15:00 PM,007XX E 81ST ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,006,08A
JK269756,05/26/2026 12:12:00 PM,053XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,009,14
JK269725,05/26/2026 12:12:00 PM,079XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,006,08B
JK269728,05/26/2026 12:12:00 PM,052XX N PULASKI RD,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,017,18
JK269840,05/26/2026 12:10:00 PM,050XX W WEST END AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,015,08B
JK269720,05/26/2026 12:05:00 PM,047XX W FIFTH AVE,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,True,False,011,16
JK295914,05/26/2026 12:00:00 PM,026XX W DIVISION ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PAWN SHOP,False,False,012,11
JK270960,05/26/2026 12:00:00 PM,003XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,012,06
JK269763,05/26/2026 12:00:00 PM,008XX S Wabash Ave,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,001,14
JK278021,05/26/2026 12:00:00 PM,026XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,010,08B
JK271387,05/26/2026 12:00:00 PM,060XX N FAIRFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,False,False,024,26
JK269770,05/26/2026 12:00:00 PM,015XX E 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,002,07
JK269738,05/26/2026 12:00:00 PM,092XX S CHAPPEL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,004,04A
JK274420,05/26/2026 12:00:00 PM,044XX N ELSTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,False,False,017,07
JK270683,05/26/2026 11:49:00 AM,048XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,025,06
JK270997,05/26/2026 11:45:00 AM,006XX N LA SALLE DR,0710,THEFT,THEFT FROM MOTOR VEHICLE,GAS STATION,False,False,018,06
JK269671,05/26/2026 11:44:00 AM,016XX W ADDISON ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,False,019,04A
JK269717,05/26/2026 11:40:00 AM,032XX W LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,STREET,True,False,017,26
JK269804,05/26/2026 11:34:00 AM,002XX E ILLINOIS ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,018,11
JK273701,05/26/2026 11:30:00 AM,007XX E 111TH ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,005,08A
JK269753,05/26/2026 11:30:00 AM,028XX N WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,014,08B
JK269654,05/26/2026 11:28:00 AM,053XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,True,False,009,14
JK269709,05/26/2026 11:28:00 AM,053XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,009,07
JK269665,05/26/2026 11:27:00 AM,062XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,024,06
JK269733,05/26/2026 11:20:00 AM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,012,06
JK269856,05/26/2026 11:15:00 AM,047XX S GREENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,002,14
JK269621,05/26/2026 11:15:00 AM,037XX W ARTHINGTON ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,ALLEY,False,False,011,26
JK276152,05/26/2026 11:15:00 AM,016XX N HUMBOLDT BLVD,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False,014,06
JK269696,05/26/2026 11:14:00 AM,121XX S WALLACE ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,005,08A
JK269648,05/26/2026 11:12:00 AM,009XX N ST LOUIS AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,011,18
JK269721,05/26/2026 11:10:00 AM,063XX W 56TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,008,08B
JK269640,05/26/2026 11:08:00 AM,016XX W 95TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,False,False,022,24
JK293724,05/26/2026 11:00:00 AM,002XX N GARLAND CT,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,001,06
JK269968,05/26/2026 11:00:00 AM,0000X W 79TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,006,06
JK276230,05/26/2026 11:00:00 AM,053XX S PAULINA ST,0810,THEFT,OVER $500,RESIDENCE,False,False,009,06
JK269633,05/26/2026 11:00:00 AM,008XX W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,012,14
JK269635,05/26/2026 11:00:00 AM,0000X E 58TH ST,0460,BATTERY,SIMPLE,STREET,False,False,002,08B
JK269627,05/26/2026 11:00:00 AM,083XX S SAGINAW AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,004,04B
JK269619,05/26/2026 11:00:00 AM,061XX S DREXEL AVE,0810,THEFT,OVER $500,APARTMENT,False,False,003,06
JK270676,05/26/2026 10:54:00 AM,057XX W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,016,14
JK269639,05/26/2026 10:50:00 AM,050XX W WEST END AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,015,08A
JK269592,05/26/2026 10:45:00 AM,013XX W GREENLEAF AVE,0560,ASSAULT,SIMPLE,STREET,False,False,024,08A
JK269668,05/26/2026 10:44:00 AM,134XX S BUFFALO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,004,06
JK286655,05/26/2026 10:40:00 AM,076XX S EXCHANGE AVE,1101,DECEPTIVE PRACTICE,PUBLIC AID WIRE/MAIL FRAUD - VIA MAIL/PACKAGE/DELIVERY SYS,OTHER (SPECIFY),False,False,004,11
JK269566,05/26/2026 10:35:00 AM,014XX N CICERO AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,025,08A
JK282610,05/26/2026 10:30:00 AM,009XX W CASTLEWOOD TER,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,020,26
JK270677,05/26/2026 10:30:00 AM,048XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,002,06
JK269848,05/26/2026 10:30:00 AM,045XX S DREXEL BLVD,0580,STALKING,SIMPLE,APARTMENT,False,True,002,08A
JK269950,05/26/2026 10:28:00 AM,019XX S HARDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,010,08A
JK269587,05/26/2026 10:24:00 AM,012XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,012,06
JK269584,05/26/2026 10:23:00 AM,109XX S VERNON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,005,07
JK271865,05/26/2026 10:17:00 AM,006XX E 133RD ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",CHA APARTMENT,False,True,005,08B
JK269880,05/26/2026 10:15:00 AM,005XX S FINANCIAL PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,001,07
JK269552,05/26/2026 10:15:00 AM,002XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,012,06
JK269864,05/26/2026 10:14:00 AM,010XX S MAYFIELD AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,015,06
JK269625,05/26/2026 10:13:00 AM,106XX S AVENUE E,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,004,08A
JK269583,05/26/2026 10:10:00 AM,043XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,CLEANING STORE,False,False,025,08B
JK269581,05/26/2026 10:10:00 AM,043XX W ARMITAGE AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,False,False,025,04A
JK289338,05/26/2026 10:00:00 AM,022XX W CULLERTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,012,14
JK278951,05/26/2026 10:00:00 AM,022XX N SPRINGFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,025,26
JK269523,05/26/2026 10:00:00 AM,011XX N KEELER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,011,14
JK269972,05/26/2026 10:00:00 AM,063XX S CALUMET AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,003,08B
JK271568,05/26/2026 10:00:00 AM,098XX S MARYLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,005,26
JK269560,05/26/2026 10:00:00 AM,032XX W MADISON ST,0880,THEFT,PURSE-SNATCHING,CTA BUS,False,False,011,06
JK270493,05/26/2026 10:00:00 AM,013XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,010,14
JK269776,05/26/2026 10:00:00 AM,008XX N RICHMOND ST,0810,THEFT,OVER $500,STREET,False,False,012,06
JK271239,05/26/2026 10:00:00 AM,101XX S WALLACE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,False,022,26
JK269551,05/26/2026 10:00:00 AM,034XX W HIRSCH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,014,26
JK270973,05/26/2026 10:00:00 AM,061XX S KENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,003,11
JK269574,05/26/2026 09:51:00 AM,011XX N LARRABEE ST,0560,ASSAULT,SIMPLE,STREET,False,False,018,08A
JK270005,05/26/2026 09:45:00 AM,015XX W DEVON AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,024,06
JK269481,05/26/2026 09:32:00 AM,027XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,True,True,014,08B
JK269546,05/26/2026 09:30:00 AM,082XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,006,14
JK269545,05/26/2026 09:30:00 AM,017XX E 79TH ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,True,004,06
JK271527,05/26/2026 09:30:00 AM,015XX N MAYFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,025,08A
JK269492,05/26/2026 09:30:00 AM,057XX S LOOMIS BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,007,26
JK271164,05/26/2026 09:26:00 AM,040XX N ASHLAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,False,False,019,26
JK269469,05/26/2026 09:25:00 AM,049XX W BELMONT AVE,0580,STALKING,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,025,08A
JK269524,05/26/2026 09:25:00 AM,076XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,004,08B
JK269470,05/26/2026 09:24:00 AM,0000X W 59TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,True,False,002,04A
JK269514,05/26/2026 09:23:00 AM,025XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,025,08B
JK269657,05/26/2026 09:15:00 AM,012XX W DEVON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,024,08A
JK269458,05/26/2026 09:05:00 AM,002XX E Cullerton St,0810,THEFT,OVER $500,STREET,False,False,001,06
JK269502,05/26/2026 09:01:00 AM,063XX W WELLINGTON AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,025,08B
JK290875,05/26/2026 09:00:00 AM,122XX S EGGLESTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,005,11
JK287137,05/26/2026 09:00:00 AM,002XX S CAMPBELL AVE,0810,THEFT,OVER $500,APARTMENT,False,False,011,06
JK282510,05/26/2026 09:00:00 AM,020XX N KARLOV AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,025,11
JK280112,05/26/2026 09:00:00 AM,005XX W JACKSON BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,False,001,26
JK278881,05/26/2026 09:00:00 AM,052XX N SHERIDAN RD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,False,020,11
JK272046,05/26/2026 09:00:00 AM,022XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PUBLIC GROUNDS,False,False,018,14
JK269778,05/26/2026 09:00:00 AM,013XX S TALMAN AVE,0810,THEFT,OVER $500,STREET,False,False,010,06
JK270487,05/26/2026 09:00:00 AM,044XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,011,14
JK269900,05/26/2026 09:00:00 AM,038XX N WHIPPLE ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,017,08A
JK269610,05/26/2026 09:00:00 AM,052XX W SCHUBERT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - YARD (FRONT / BACK),False,True,025,04A
JK270950,05/26/2026 09:00:00 AM,007XX E 37TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,002,08B
JK269572,05/26/2026 08:50:00 AM,001XX W JACKSON BLVD,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA TRAIN,False,False,001,11
JK269976,05/26/2026 08:45:00 AM,007XX E 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,002,14
JK269455,05/26/2026 08:45:00 AM,056XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,016,08B
JK269385,05/26/2026 08:41:00 AM,042XX W MADISON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,011,18
JK269427,05/26/2026 08:41:00 AM,053XX W 54TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - GARAGE,True,True,008,26
JK269494,05/26/2026 08:37:00 AM,072XX S ELLIS AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,003,08B
JK278620,05/26/2026 08:30:00 AM,052XX S LAKE PARK AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,002,06
JK272856,05/26/2026 08:30:00 AM,022XX S MICHIGAN AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,001,06
JK269422,05/26/2026 08:30:00 AM,115XX S HALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,022,08B
JK269407,05/26/2026 08:30:00 AM,010XX N CAMPBELL AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,012,06
JK270052,05/26/2026 08:20:00 AM,025XX W FLOURNOY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,011,07
JK269666,05/26/2026 08:20:00 AM,063XX N AVERS AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,017,06
JK269483,05/26/2026 08:20:00 AM,033XX W CRYSTAL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,014,14
JK269392,05/26/2026 08:20:00 AM,048XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,017,08B
JK269328,05/26/2026 08:18:00 AM,050XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,009,01A
JK269365,05/26/2026 08:15:00 AM,021XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,007,14
JK269510,05/26/2026 08:12:00 AM,021XX W 111TH ST,0460,BATTERY,SIMPLE,RESIDENCE,False,True,022,08B
JK269459,05/26/2026 08:05:00 AM,033XX W POTOMAC AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,014,06
JK270346,05/26/2026 08:00:00 AM,054XX W DIVERSEY AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,025,08A
JK270505,05/26/2026 08:00:00 AM,047XX N CLARENDON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,019,06
JK273014,05/26/2026 08:00:00 AM,096XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,005,14
JK269971,05/26/2026 08:00:00 AM,015XX E 74TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,003,06
JK269438,05/26/2026 07:59:00 AM,002XX W 37TH PL,0460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,009,08B
JK269399,05/26/2026 07:55:00 AM,121XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,005,08B
JK277306,05/26/2026 07:50:00 AM,056XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,008,08A
JK269456,05/26/2026 07:50:00 AM,055XX N HARLEM AVE,0560,ASSAULT,SIMPLE,CTA TRAIN,False,False,016,08A
JK277425,05/26/2026 07:45:00 AM,056XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PRIVATE GROUNDS,False,False,007,14
JK270616,05/26/2026 07:45:00 AM,051XX S TALMAN AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,False,True,009,26
JK269406,05/26/2026 07:45:00 AM,089XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,022,08B
JK269379,05/26/2026 07:41:00 AM,019XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,012,14
JK269336,05/26/2026 07:39:00 AM,059XX W DIVERSEY AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,False,False,025,26
JK269401,05/26/2026 07:35:00 AM,010XX N HONORE ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,012,06
JK269400,05/26/2026 07:35:00 AM,029XX N Damen Ave,0810,THEFT,OVER $500,STREET,False,False,019,06
JK269345,05/26/2026 07:35:00 AM,052XX S KEDZIE AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,009,08A
JK270225,05/26/2026 07:30:00 AM,008XX E HYDE PARK BLVD,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,002,06
JK269394,05/26/2026 07:30:00 AM,042XX W 76TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,008,05
JK269791,05/26/2026 07:30:00 AM,014XX W PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,009,14
JK271531,05/26/2026 07:30:00 AM,017XX W OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,012,14
JK269319,05/26/2026 07:21:00 AM,070XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,003,04A
JK269313,05/26/2026 07:20:00 AM,076XX S ESSEX AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,APARTMENT,True,False,004,18
JK269364,05/26/2026 07:16:00 AM,093XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,006,14
JK269342,05/26/2026 07:15:00 AM,009XX N OAKLEY BLVD,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,012,06
JK269341,05/26/2026 07:01:00 AM,002XX N KILBOURN AVE,0820,THEFT,$500 AND UNDER,ALLEY,False,False,011,06
JK278352,05/26/2026 07:00:00 AM,075XX S YATES BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,004,06
JK269576,05/26/2026 07:00:00 AM,052XX S KNOX AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,008,04A
