Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,FBI Code
JK288266,06/09/2026 12:00:00 AM,012XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,012,14
JK287963,06/09/2026 12:00:00 AM,096XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,005,08B
JK292451,06/09/2026 12:00:00 AM,002XX E 29TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,001,06
JK288096,06/09/2026 12:00:00 AM,068XX S JEFFERY BLVD,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,True,003,02
JK287514,06/09/2026 12:00:00 AM,038XX N MOZART ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,017,07
JK287457,06/09/2026 12:00:00 AM,007XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,015,14
JK287971,06/09/2026 12:00:00 AM,074XX S VERNON AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,003,08A
JK292056,06/09/2026 12:00:00 AM,081XX S PEORIA ST,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,ABANDONED BUILDING,False,False,006,26
JK287508,06/09/2026 12:00:00 AM,003XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,003,08B
JK289107,06/09/2026 12:00:00 AM,076XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,004,06
JK288541,06/09/2026 12:00:00 AM,052XX N PARKSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,016,14
JK296007,06/09/2026 12:00:00 AM,007XX S LOOMIS ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,012,11
JK287976,06/09/2026 12:00:00 AM,050XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,002,14
JK288774,06/09/2026 12:00:00 AM,020XX S CLARK ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,001,08A
JK290549,06/09/2026 12:00:00 AM,029XX S ARCHER AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,False,False,009,17
JK287734,06/09/2026 12:00:00 AM,080XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,006,05
JK287705,06/09/2026 12:00:00 AM,051XX W MAYPOLE AVE,0460,BATTERY,SIMPLE,STREET,True,False,015,08B
JK287605,06/09/2026 12:00:00 AM,001XX N WACKER DR,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,001,06
JK287435,06/08/2026 11:59:00 PM,065XX S DR MARTIN LUTHER KING JR DR,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,CHA PARKING LOT / GROUNDS,False,False,003,26
JK287427,06/08/2026 11:51:00 PM,037XX N CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,019,07
JK287426,06/08/2026 11:45:00 PM,018XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,010,08B
JK287416,06/08/2026 11:44:00 PM,005XX N CENTRAL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,015,08A
JK287390,06/08/2026 11:41:00 PM,028XX W 64TH ST,0460,BATTERY,SIMPLE,APARTMENT,True,False,008,08B
JK287445,06/08/2026 11:40:00 PM,007XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,007,08B
JK287418,06/08/2026 11:31:00 PM,048XX N LINCOLN AVE,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,020,05
JK288040,06/08/2026 11:30:00 PM,007XX E 38TH PL,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,002,03
JK288001,06/08/2026 11:30:00 PM,054XX W ALTGELD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,025,14
JK288965,06/08/2026 11:25:00 PM,011XX E 45th ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,002,14
JK287400,06/08/2026 11:25:00 PM,004XX E 63RD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,003,24
JK287684,06/08/2026 11:25:00 PM,009XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,019,08A
JK287411,06/08/2026 11:19:00 PM,014XX W 64TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,007,15
JK287391,06/08/2026 11:17:00 PM,016XX E 70TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,False,False,003,04B
JK287392,06/08/2026 11:17:00 PM,043XX W 18TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,010,15
JK287395,06/08/2026 11:15:00 PM,015XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,018,06
JK287413,06/08/2026 11:15:00 PM,068XX S MERRILL AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,003,04B
JK294154,06/08/2026 11:10:00 PM,006XX N MC CLURG CT,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,018,06
JK287407,06/08/2026 11:05:00 PM,0000X S MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,001,08B
JK287386,06/08/2026 11:00:00 PM,012XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,010,14
JK287500,06/08/2026 11:00:00 PM,079XX S LANGLEY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,006,26
JK287736,06/08/2026 11:00:00 PM,010XX N ROCKWELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,012,07
JK289572,06/08/2026 11:00:00 PM,004XX S KILBOURN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,011,05
JK287388,06/08/2026 11:00:00 PM,030XX E 93RD ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,004,07
JK287737,06/08/2026 11:00:00 PM,077XX S MUSKEGON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,004,14
JK287645,06/08/2026 11:00:00 PM,100XX W OHARE ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,016,06
JK287374,06/08/2026 10:57:00 PM,040XX W 59TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,GROCERY FOOD STORE,False,False,008,04A
JK287441,06/08/2026 10:51:00 PM,046XX N CLIFTON AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,ALLEY,True,False,019,26
JK287389,06/08/2026 10:45:00 PM,077XX S THROOP ST,0460,BATTERY,SIMPLE,STREET,False,False,006,08B
JK288750,06/08/2026 10:45:00 PM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,015,08B
JK287409,06/08/2026 10:43:00 PM,070XX S HARPER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,003,15
JK287469,06/08/2026 10:41:00 PM,040XX W 71ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,008,07
JK287401,06/08/2026 10:35:00 PM,079XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,006,08B
JK287384,06/08/2026 10:34:00 PM,038XX W WILCOX ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,011,14
JK288155,06/08/2026 10:30:00 PM,028XX S DR MARTIN LUTHER KING JR DR,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,001,06
JK287618,06/08/2026 10:30:00 PM,047XX W VAN BUREN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,011,07
JK287429,06/08/2026 10:30:00 PM,085XX S EXCHANGE AVE,0650,BURGLARY,HOME INVASION,APARTMENT,False,False,004,05
JK288670,06/08/2026 10:30:00 PM,017XX W CULLOM AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,019,06
JK287396,06/08/2026 10:26:00 PM,073XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,007,15
JK287370,06/08/2026 10:23:00 PM,001XX N LA SALLE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,GOVERNMENT BUILDING / PROPERTY,False,False,001,14
JK287566,06/08/2026 10:19:00 PM,004XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,012,14
JK287450,06/08/2026 10:15:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,003,08A
JK287402,06/08/2026 10:10:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,True,False,003,08B
JK287373,06/08/2026 10:07:00 PM,005XX W 32ND ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,True,False,009,06
JK287368,06/08/2026 10:04:00 PM,053XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,020,06
JK287356,06/08/2026 10:01:00 PM,040XX N KENMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,019,08B
JK287350,06/08/2026 10:01:00 PM,096XX S LUELLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,004,08B
JK287756,06/08/2026 10:00:00 PM,057XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,016,06
JK287956,06/08/2026 10:00:00 PM,039XX N FRANCISCO AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,017,06
JK287417,06/08/2026 10:00:00 PM,003XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,015,14
JK288605,06/08/2026 10:00:00 PM,002XX W HURON ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,018,08B
JK287398,06/08/2026 10:00:00 PM,023XX W 72ND ST,0560,ASSAULT,SIMPLE,STREET,False,False,008,08A
JK287679,06/08/2026 10:00:00 PM,010XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,False,False,012,07
JK287740,06/08/2026 10:00:00 PM,032XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,011,06
JK287399,06/08/2026 10:00:00 PM,001XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,015,08B
JK287678,06/08/2026 10:00:00 PM,067XX S ST LAWRENCE AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,003,04A
JK287347,06/08/2026 09:55:00 PM,024XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,011,08B
JK287352,06/08/2026 09:54:00 PM,051XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,015,08A
JK292487,06/08/2026 09:45:00 PM,047XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,019,14
JK287414,06/08/2026 09:40:00 PM,008XX N LONG AVE,0650,BURGLARY,HOME INVASION,APARTMENT,False,True,015,05
JK288067,06/08/2026 09:40:00 PM,072XX S COLES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,003,07
JK288741,06/08/2026 09:40:00 PM,027XX W CERMAK RD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,010,04B
JK287353,06/08/2026 09:30:00 PM,001XX W WACKER DR,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,001,08B
JK288636,06/08/2026 09:30:00 PM,004XX N DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,011,14
JK287338,06/08/2026 09:25:00 PM,0000X E 105TH ST,2021,NARCOTICS,POSSESS - BARBITURATES,VEHICLE NON-COMMERCIAL,True,False,005,18
JK287336,06/08/2026 09:21:00 PM,056XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,020,08B
JK287349,06/08/2026 09:10:00 PM,051XX W CHICAGO AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,015,18
JK287322,06/08/2026 09:03:00 PM,066XX W BELDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING / RETIREMENT HOME,False,True,025,08B
JK287326,06/08/2026 09:02:00 PM,008XX S INDEPENDENCE BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False,011,08B
JK288167,06/08/2026 09:00:00 PM,009XX N RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,012,14
JK288276,06/08/2026 09:00:00 PM,009XX S LYTLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,012,14
JK287387,06/08/2026 09:00:00 PM,018XX W NORTH AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,014,07
JK287318,06/08/2026 08:56:00 PM,006XX E GRAND AVE,1330,CRIMINAL TRESPASS,TO LAND,STREET,False,False,018,26
JK287321,06/08/2026 08:52:00 PM,064XX S COTTAGE GROVE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,003,04B
JK288018,06/08/2026 08:50:00 PM,011XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,012,07
JK287355,06/08/2026 08:49:00 PM,0000X N WABASH AVE,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,001,08B
JK287345,06/08/2026 08:45:00 PM,051XX N LOVEJOY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,016,08A
JK288546,06/08/2026 08:45:00 PM,026XX W LAWRENCE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,019,26
JK287615,06/08/2026 08:45:00 PM,018XX N Whipple St,0820,THEFT,$500 AND UNDER,ALLEY,False,False,014,06
JK288431,06/08/2026 08:45:00 PM,034XX N Southport ave,0810,THEFT,OVER $500,APARTMENT,False,False,019,06
JK288656,06/08/2026 08:45:00 PM,055XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,True,False,002,08B
JK287343,06/08/2026 08:42:00 PM,030XX N BROADWAY,0460,BATTERY,SIMPLE,SIDEWALK,True,False,019,08B
JK288500,06/08/2026 08:41:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,018,06
JK287290,06/08/2026 08:40:00 PM,035XX N LINDER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,016,26
JK287307,06/08/2026 08:38:00 PM,082XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,006,15
JK287708,06/08/2026 08:35:00 PM,077XX S MUSKEGON AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,004,07
JK287311,06/08/2026 08:34:00 PM,005XX N MC CLURG CT,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False,018,26
JK288118,06/08/2026 08:30:00 PM,030XX S LAWNDALE AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,010,06
JK287339,06/08/2026 08:30:00 PM,116XX S AVENUE H,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,004,08B
JK288802,06/08/2026 08:30:00 PM,043XX S KOMENSKY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,008,05
JK287293,06/08/2026 08:30:00 PM,015XX W 110TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,022,08B
JK287555,06/08/2026 08:30:00 PM,045XX S ELLIS AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,002,06
JK287309,06/08/2026 08:30:00 PM,116XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,005,08B
JK287304,06/08/2026 08:27:00 PM,081XX S STONY ISLAND AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,True,True,004,04B
JK287288,06/08/2026 08:26:00 PM,053XX S NEW ENGLAND AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,008,05
JK288284,06/08/2026 08:20:00 PM,007XX W 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,007,07
JK287337,06/08/2026 08:20:00 PM,053XX W VAN BUREN ST,0560,ASSAULT,SIMPLE,RESIDENCE - GARAGE,False,False,015,08A
JK287375,06/08/2026 08:16:00 PM,065XX S HOYNE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,007,04A
JK287305,06/08/2026 08:16:00 PM,002XX W 112TH PL,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE - PORCH / HALLWAY,False,False,005,08B
JK287284,06/08/2026 08:10:00 PM,048XX N DRAKE AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,017,18
JK287286,06/08/2026 08:08:00 PM,0000X S KILDARE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,011,18
JK287226,06/08/2026 08:01:00 PM,000XX N LOCKWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,015,01A
JK287276,06/08/2026 08:00:00 PM,030XX N ALLEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,014,26
JK287289,06/08/2026 08:00:00 PM,072XX S LOWE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,007,26
JK287596,06/08/2026 08:00:00 PM,019XX N BISSELL ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,018,26
JK287792,06/08/2026 08:00:00 PM,064XX S MARYLAND AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False,003,07
JK287331,06/08/2026 08:00:00 PM,055XX W IRVING PARK RD,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,016,08B
JK288100,06/08/2026 08:00:00 PM,049XX W 50TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,008,06
JK287588,06/08/2026 08:00:00 PM,096XX S YATES AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE,False,False,004,07
JK287281,06/08/2026 08:00:00 PM,007XX W DIVERSEY PKWY,0460,BATTERY,SIMPLE,APARTMENT,False,False,019,08B
JK287854,06/08/2026 08:00:00 PM,059XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,024,06
JK287531,06/08/2026 08:00:00 PM,028XX N ELSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,014,14
JK287264,06/08/2026 07:57:00 PM,078XX S BURNHAM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,004,14
JK287277,06/08/2026 07:47:00 PM,090XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,022,06
JK287262,06/08/2026 07:45:00 PM,039XX N PITTSBURGH AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,016,03
JK290872,06/08/2026 07:45:00 PM,107XX S PRAIRIE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,005,11
JK289659,06/08/2026 07:42:00 PM,038XX W 46TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,008,11
JK287245,06/08/2026 07:32:00 PM,012XX W 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,022,08B
JK287247,06/08/2026 07:32:00 PM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,011,18
JK288396,06/08/2026 07:30:00 PM,004XX E 34TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GROCERY FOOD STORE,False,False,002,11
JK291578,06/08/2026 07:30:00 PM,003XX E OHIO ST,0580,STALKING,SIMPLE,APARTMENT,False,True,018,08A
JK287325,06/08/2026 07:30:00 PM,059XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,015,14
JK287820,06/08/2026 07:30:00 PM,021XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,012,07
JK287244,06/08/2026 07:20:00 PM,008XX N KEDZIE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,011,08B
JK287271,06/08/2026 07:20:00 PM,132XX S CORLISS AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,005,18
JK287242,06/08/2026 07:15:00 PM,081XX S THROOP ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,True,006,06
JK287206,06/08/2026 07:15:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,001,06
JK287258,06/08/2026 07:14:00 PM,114XX S ELIZABETH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,022,15
JK287273,06/08/2026 07:10:00 PM,116XX S MARSHFIELD AVE,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,DEPARTMENT STORE,False,False,022,11
JK287227,06/08/2026 07:06:00 PM,033XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,False,False,019,26
JK287216,06/08/2026 07:01:00 PM,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,015,06
JK287332,06/08/2026 07:00:00 PM,019XX W LOYOLA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,024,26
JK287617,06/08/2026 07:00:00 PM,002XX E 32ND ST,0810,THEFT,OVER $500,APARTMENT,False,True,002,06
JK291321,06/08/2026 07:00:00 PM,003XX S LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,015,06
JK293787,06/08/2026 07:00:00 PM,034XX W 115TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,022,06
JK287940,06/08/2026 07:00:00 PM,071XX S EAST END AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,003,07
JK288801,06/08/2026 07:00:00 PM,076XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,004,08B
JK290635,06/08/2026 07:00:00 PM,007XX W SHERIDAN RD,0810,THEFT,OVER $500,APARTMENT,False,False,019,06
JK287260,06/08/2026 07:00:00 PM,024XX W 71ST ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,APARTMENT,False,False,008,07
JK287193,06/08/2026 07:00:00 PM,023XX W 21ST ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,012,08A
JK290072,06/08/2026 07:00:00 PM,054XX S SHORE DR,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,002,06
JK288654,06/08/2026 07:00:00 PM,028XX W 63RD ST,0810,THEFT,OVER $500,RESIDENCE,False,False,008,06
JK287452,06/08/2026 07:00:00 PM,056XX S MARYLAND AVE,0460,BATTERY,SIMPLE,STREET,False,False,002,08B
JK287572,06/08/2026 07:00:00 PM,001XX S HALSTED ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,012,06
JK287222,06/08/2026 06:59:00 PM,049XX S HALSTED ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,009,26
JK287211,06/08/2026 06:56:00 PM,060XX S PRAIRIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,003,04A
JK287232,06/08/2026 06:54:00 PM,051XX W CHICAGO AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,015,18
JK287212,06/08/2026 06:50:00 PM,007XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,011,08B
JK287568,06/08/2026 06:50:00 PM,025XX N CLARK ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,019,08A
JK287194,06/08/2026 06:48:00 PM,052XX N LAKE SHORE DR NB,0560,ASSAULT,SIMPLE,PARK PROPERTY,False,False,020,08A
JK287224,06/08/2026 06:47:00 PM,010XX W THORNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,024,08B
JK287198,06/08/2026 06:47:00 PM,079XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,False,False,008,26
JK287603,06/08/2026 06:45:00 PM,045XX N BERNARD ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,017,06
JK287175,06/08/2026 06:45:00 PM,079XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,006,08B
JK287182,06/08/2026 06:39:00 PM,005XX S KOSTNER AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,RESTAURANT,False,False,011,04A
JK287218,06/08/2026 06:39:00 PM,130XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),True,True,005,08B
JK288054,06/08/2026 06:36:00 PM,073XX N CLAREMONT AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),False,False,024,26
JK287334,06/08/2026 06:35:00 PM,023XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,010,06
JK287236,06/08/2026 06:35:00 PM,076XX S WOOD ST,0330,ROBBERY,AGGRAVATED,ALLEY,False,False,006,03
JK287778,06/08/2026 06:29:00 PM,008XX W SUNNYSIDE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,019,26
JK287183,06/08/2026 06:26:00 PM,009XX N RUSH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,018,06
JK287179,06/08/2026 06:25:00 PM,006XX E 79TH ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,006,18
